comune,area,regione,sigla
San Felice del Benaco,Nord-ovest,Lombardia,BS
San Gervasio Bresciano,Nord-ovest,Lombardia,BS
San Zeno Naviglio,Nord-ovest,Lombardia,BS
Sarezzo,Nord-ovest,Lombardia,BS
Saviore dell'Adamello,Nord-ovest,Lombardia,BS
Sellero,Nord-ovest,Lombardia,BS
Seniga,Nord-ovest,Lombardia,BS
Serle,Nord-ovest,Lombardia,BS
Sirmione,Nord-ovest,Lombardia,BS
Soiano del Lago,Nord-ovest,Lombardia,BS
Sonico,Nord-ovest,Lombardia,BS
Sulzano,Nord-ovest,Lombardia,BS
Tavernole sul Mella,Nord-ovest,Lombardia,BS
Temù,Nord-ovest,Lombardia,BS
Tignale,Nord-ovest,Lombardia,BS
Torbole Casaglia,Nord-ovest,Lombardia,BS
Toscolano-Maderno,Nord-ovest,Lombardia,BS
Travagliato,Nord-ovest,Lombardia,BS
Tremosine sul Garda,Nord-ovest,Lombardia,BS
Trenzano,Nord-ovest,Lombardia,BS
Treviso Bresciano,Nord-ovest,Lombardia,BS
Urago d'Oglio,Nord-ovest,Lombardia,BS
Vallio Terme,Nord-ovest,Lombardia,BS
Valvestino,Nord-ovest,Lombardia,BS
Verolanuova,Nord-ovest,Lombardia,BS
Verolavecchia,Nord-ovest,Lombardia,BS
Vestone,Nord-ovest,Lombardia,BS
Vezza d'Oglio,Nord-ovest,Lombardia,BS
Villa Carcina,Nord-ovest,Lombardia,BS
Villachiara,Nord-ovest,Lombardia,BS
Villanuova sul Clisi,Nord-ovest,Lombardia,BS
Vione,Nord-ovest,Lombardia,BS
Visano,Nord-ovest,Lombardia,BS
Vobarno,Nord-ovest,Lombardia,BS
Zone,Nord-ovest,Lombardia,BS
Piancogno,Nord-ovest,Lombardia,BS
Alagna,Nord-ovest,Lombardia,PV
Albaredo Arnaboldi,Nord-ovest,Lombardia,PV
Albonese,Nord-ovest,Lombardia,PV
Albuzzano,Nord-ovest,Lombardia,PV
Arena Po,Nord-ovest,Lombardia,PV
Badia Pavese,Nord-ovest,Lombardia,PV
Bagnaria,Nord-ovest,Lombardia,PV
Barbianello,Nord-ovest,Lombardia,PV
Bascapè,Nord-ovest,Lombardia,PV
Bastida Pancarana,Nord-ovest,Lombardia,PV
Battuda,Nord-ovest,Lombardia,PV
Belgioioso,Nord-ovest,Lombardia,PV
Bereguardo,Nord-ovest,Lombardia,PV
Borgarello,Nord-ovest,Lombardia,PV
Borgo Priolo,Nord-ovest,Lombardia,PV
Borgoratto Mormorolo,Nord-ovest,Lombardia,PV
Borgo San Siro,Nord-ovest,Lombardia,PV
Bornasco,Nord-ovest,Lombardia,PV
Bosnasco,Nord-ovest,Lombardia,PV
Brallo di Pregola,Nord-ovest,Lombardia,PV
Breme,Nord-ovest,Lombardia,PV
Bressana Bottarone,Nord-ovest,Lombardia,PV
Broni,Nord-ovest,Lombardia,PV
Calvignano,Nord-ovest,Lombardia,PV
Campospinoso,Nord-ovest,Lombardia,PV
Candia Lomellina,Nord-ovest,Lombardia,PV
Canneto Pavese,Nord-ovest,Lombardia,PV
Carbonara al Ticino,Nord-ovest,Lombardia,PV
Casanova Lonati,Nord-ovest,Lombardia,PV
Casatisma,Nord-ovest,Lombardia,PV
Casei Gerola,Nord-ovest,Lombardia,PV
Casorate Primo,Nord-ovest,Lombardia,PV
Cassolnovo,Nord-ovest,Lombardia,PV
Castana,Nord-ovest,Lombardia,PV
Casteggio,Nord-ovest,Lombardia,PV
Castelletto di Branduzzo,Nord-ovest,Lombardia,PV
Castello d'Agogna,Nord-ovest,Lombardia,PV
Castelnovetto,Nord-ovest,Lombardia,PV
Cava Manara,Nord-ovest,Lombardia,PV
Cecima,Nord-ovest,Lombardia,PV
Ceranova,Nord-ovest,Lombardia,PV
Ceretto Lomellina,Nord-ovest,Lombardia,PV
Cergnago,Nord-ovest,Lombardia,PV
Certosa di Pavia,Nord-ovest,Lombardia,PV
Cervesina,Nord-ovest,Lombardia,PV
Chignolo Po,Nord-ovest,Lombardia,PV
Cigognola,Nord-ovest,Lombardia,PV
Cilavegna,Nord-ovest,Lombardia,PV
Codevilla,Nord-ovest,Lombardia,PV
Confienza,Nord-ovest,Lombardia,PV
Copiano,Nord-ovest,Lombardia,PV
Corana,Nord-ovest,Lombardia,PV
Corvino San Quirico,Nord-ovest,Lombardia,PV
Costa de' Nobili,Nord-ovest,Lombardia,PV
Cozzo,Nord-ovest,Lombardia,PV
Cura Carpignano,Nord-ovest,Lombardia,PV
Dorno,Nord-ovest,Lombardia,PV
Ferrera Erbognone,Nord-ovest,Lombardia,PV
Filighera,Nord-ovest,Lombardia,PV
Fortunago,Nord-ovest,Lombardia,PV
Frascarolo,Nord-ovest,Lombardia,PV
Galliavola,Nord-ovest,Lombardia,PV
Gambarana,Nord-ovest,Lombardia,PV
Gambolò,Nord-ovest,Lombardia,PV
Garlasco,Nord-ovest,Lombardia,PV
Gerenzago,Nord-ovest,Lombardia,PV
Giussago,Nord-ovest,Lombardia,PV
Godiasco Salice Terme,Nord-ovest,Lombardia,PV
Golferenzo,Nord-ovest,Lombardia,PV
Gravellona Lomellina,Nord-ovest,Lombardia,PV
Gropello Cairoli,Nord-ovest,Lombardia,PV
Inverno e Monteleone,Nord-ovest,Lombardia,PV
Landriano,Nord-ovest,Lombardia,PV
Langosco,Nord-ovest,Lombardia,PV
Lardirago,Nord-ovest,Lombardia,PV
Linarolo,Nord-ovest,Lombardia,PV
Lirio,Nord-ovest,Lombardia,PV
Lomello,Nord-ovest,Lombardia,PV
Lungavilla,Nord-ovest,Lombardia,PV
Magherno,Nord-ovest,Lombardia,PV
Marcignago,Nord-ovest,Lombardia,PV
Marzano,Nord-ovest,Lombardia,PV
Mede,Nord-ovest,Lombardia,PV
Menconico,Nord-ovest,Lombardia,PV
Mezzana Bigli,Nord-ovest,Lombardia,PV
Mezzana Rabattone,Nord-ovest,Lombardia,PV
Mezzanino,Nord-ovest,Lombardia,PV
Miradolo Terme,Nord-ovest,Lombardia,PV
Montalto Pavese,Nord-ovest,Lombardia,PV
Montebello della Battaglia,Nord-ovest,Lombardia,PV
Montecalvo Versiggia,Nord-ovest,Lombardia,PV
Montescano,Nord-ovest,Lombardia,PV
Montesegale,Nord-ovest,Lombardia,PV
Monticelli Pavese,Nord-ovest,Lombardia,PV
Montù Beccaria,Nord-ovest,Lombardia,PV
Mornico Losana,Nord-ovest,Lombardia,PV
Mortara,Nord-ovest,Lombardia,PV
Nicorvo,Nord-ovest,Lombardia,PV
Olevano di Lomellina,Nord-ovest,Lombardia,PV
Oliva Gessi,Nord-ovest,Lombardia,PV
Ottobiano,Nord-ovest,Lombardia,PV
Palestro,Nord-ovest,Lombardia,PV
Pancarana,Nord-ovest,Lombardia,PV
Parona,Nord-ovest,Lombardia,PV
Pavia,Nord-ovest,Lombardia,PV
Pietra de' Giorgi,Nord-ovest,Lombardia,PV
Pieve Albignola,Nord-ovest,Lombardia,PV
Pieve del Cairo,Nord-ovest,Lombardia,PV
Pieve Porto Morone,Nord-ovest,Lombardia,PV
Pinarolo Po,Nord-ovest,Lombardia,PV
Pizzale,Nord-ovest,Lombardia,PV
Ponte Nizza,Nord-ovest,Lombardia,PV
Portalbera,Nord-ovest,Lombardia,PV
Rea,Nord-ovest,Lombardia,PV
Redavalle,Nord-ovest,Lombardia,PV
Retorbido,Nord-ovest,Lombardia,PV
Rivanazzano Terme,Nord-ovest,Lombardia,PV
Robbio,Nord-ovest,Lombardia,PV
Robecco Pavese,Nord-ovest,Lombardia,PV
Rocca de' Giorgi,Nord-ovest,Lombardia,PV
Rocca Susella,Nord-ovest,Lombardia,PV
Rognano,Nord-ovest,Lombardia,PV
Romagnese,Nord-ovest,Lombardia,PV
Roncaro,Nord-ovest,Lombardia,PV
Rosasco,Nord-ovest,Lombardia,PV
Rovescala,Nord-ovest,Lombardia,PV
San Cipriano Po,Nord-ovest,Lombardia,PV
San Damiano al Colle,Nord-ovest,Lombardia,PV
San Genesio ed Uniti,Nord-ovest,Lombardia,PV
San Giorgio di Lomellina,Nord-ovest,Lombardia,PV
San Martino Siccomario,Nord-ovest,Lombardia,PV
Sannazzaro de' Burgondi,Nord-ovest,Lombardia,PV
Santa Cristina e Bissone,Nord-ovest,Lombardia,PV
Santa Giuletta,Nord-ovest,Lombardia,PV
Sant'Alessio con Vialone,Nord-ovest,Lombardia,PV
Santa Margherita di Staffora,Nord-ovest,Lombardia,PV
Santa Maria della Versa,Nord-ovest,Lombardia,PV
Sant'Angelo Lomellina,Nord-ovest,Lombardia,PV
San Zenone al Po,Nord-ovest,Lombardia,PV
Sartirana Lomellina,Nord-ovest,Lombardia,PV
Scaldasole,Nord-ovest,Lombardia,PV
Semiana,Nord-ovest,Lombardia,PV
Silvano Pietra,Nord-ovest,Lombardia,PV
Siziano,Nord-ovest,Lombardia,PV
Sommo,Nord-ovest,Lombardia,PV
Spessa,Nord-ovest,Lombardia,PV
Stradella,Nord-ovest,Lombardia,PV
Suardi,Nord-ovest,Lombardia,PV
Torrazza Coste,Nord-ovest,Lombardia,PV
Torre Beretti e Castellaro,Nord-ovest,Lombardia,PV
Torre d'Arese,Nord-ovest,Lombardia,PV
Torre de' Negri,Nord-ovest,Lombardia,PV
Torre d'Isola,Nord-ovest,Lombardia,PV
Torrevecchia Pia,Nord-ovest,Lombardia,PV
Torricella Verzate,Nord-ovest,Lombardia,PV
Travacò Siccomario,Nord-ovest,Lombardia,PV
Trivolzio,Nord-ovest,Lombardia,PV
Tromello,Nord-ovest,Lombardia,PV
Trovo,Nord-ovest,Lombardia,PV
Val di Nizza,Nord-ovest,Lombardia,PV
Valeggio,Nord-ovest,Lombardia,PV
Valle Lomellina,Nord-ovest,Lombardia,PV
Valle Salimbene,Nord-ovest,Lombardia,PV
Varzi,Nord-ovest,Lombardia,PV
Velezzo Lomellina,Nord-ovest,Lombardia,PV
Vellezzo Bellini,Nord-ovest,Lombardia,PV
Verretto,Nord-ovest,Lombardia,PV
Verrua Po,Nord-ovest,Lombardia,PV
Vidigulfo,Nord-ovest,Lombardia,PV
Vigevano,Nord-ovest,Lombardia,PV
Villa Biscossi,Nord-ovest,Lombardia,PV
Villanova d'Ardenghi,Nord-ovest,Lombardia,PV
Villanterio,Nord-ovest,Lombardia,PV
Vistarino,Nord-ovest,Lombardia,PV
Voghera,Nord-ovest,Lombardia,PV
Volpara,Nord-ovest,Lombardia,PV
Zavattarello,Nord-ovest,Lombardia,PV
Zeccone,Nord-ovest,Lombardia,PV
Zeme,Nord-ovest,Lombardia,PV
Zenevredo,Nord-ovest,Lombardia,PV
Zerbo,Nord-ovest,Lombardia,PV
Zerbolò,Nord-ovest,Lombardia,PV
Zinasco,Nord-ovest,Lombardia,PV
Cornale e Bastida,Nord-ovest,Lombardia,PV
Corteolona e Genzone,Nord-ovest,Lombardia,PV
Colli Verdi,Nord-ovest,Lombardia,PV
Acquanegra Cremonese,Nord-ovest,Lombardia,CR
Agnadello,Nord-ovest,Lombardia,CR
Annicco,Nord-ovest,Lombardia,CR
Azzanello,Nord-ovest,Lombardia,CR
Bagnolo Cremasco,Nord-ovest,Lombardia,CR
Bonemerse,Nord-ovest,Lombardia,CR
Bordolano,Nord-ovest,Lombardia,CR
Calvatone,Nord-ovest,Lombardia,CR
Camisano,Nord-ovest,Lombardia,CR
Campagnola Cremasca,Nord-ovest,Lombardia,CR
Capergnanica,Nord-ovest,Lombardia,CR
Cappella Cantone,Nord-ovest,Lombardia,CR
Cappella de' Picenardi,Nord-ovest,Lombardia,CR
Capralba,Nord-ovest,Lombardia,CR
Casalbuttano ed Uniti,Nord-ovest,Lombardia,CR
Casale Cremasco-Vidolasco,Nord-ovest,Lombardia,CR
Casaletto Ceredano,Nord-ovest,Lombardia,CR
Casaletto di Sopra,Nord-ovest,Lombardia,CR
Casaletto Vaprio,Nord-ovest,Lombardia,CR
Casalmaggiore,Nord-ovest,Lombardia,CR
Casalmorano,Nord-ovest,Lombardia,CR
Casteldidone,Nord-ovest,Lombardia,CR
Castel Gabbiano,Nord-ovest,Lombardia,CR
Castelleone,Nord-ovest,Lombardia,CR
Castelverde,Nord-ovest,Lombardia,CR
Castelvisconti,Nord-ovest,Lombardia,CR
Cella Dati,Nord-ovest,Lombardia,CR
Chieve,Nord-ovest,Lombardia,CR
Cicognolo,Nord-ovest,Lombardia,CR
Cingia de' Botti,Nord-ovest,Lombardia,CR
Corte de' Cortesi con Cignone,Nord-ovest,Lombardia,CR
Corte de' Frati,Nord-ovest,Lombardia,CR
Credera Rubbiano,Nord-ovest,Lombardia,CR
Crema,Nord-ovest,Lombardia,CR
Cremona,Nord-ovest,Lombardia,CR
Cremosano,Nord-ovest,Lombardia,CR
Crotta d'Adda,Nord-ovest,Lombardia,CR
Cumignano sul Naviglio,Nord-ovest,Lombardia,CR
Derovere,Nord-ovest,Lombardia,CR
Dovera,Nord-ovest,Lombardia,CR
Fiesco,Nord-ovest,Lombardia,CR
Formigara,Nord-ovest,Lombardia,CR
Gabbioneta-Binanuova,Nord-ovest,Lombardia,CR
Gadesco-Pieve Delmona,Nord-ovest,Lombardia,CR
Genivolta,Nord-ovest,Lombardia,CR
Gerre de' Caprioli,Nord-ovest,Lombardia,CR
Gombito,Nord-ovest,Lombardia,CR
Grontardo,Nord-ovest,Lombardia,CR
Grumello Cremonese ed Uniti,Nord-ovest,Lombardia,CR
Gussola,Nord-ovest,Lombardia,CR
Isola Dovarese,Nord-ovest,Lombardia,CR
Izano,Nord-ovest,Lombardia,CR
Madignano,Nord-ovest,Lombardia,CR
Malagnino,Nord-ovest,Lombardia,CR
Martignana di Po,Nord-ovest,Lombardia,CR
Monte Cremasco,Nord-ovest,Lombardia,CR
Montodine,Nord-ovest,Lombardia,CR
Moscazzano,Nord-ovest,Lombardia,CR
Motta Baluffi,Nord-ovest,Lombardia,CR
Offanengo,Nord-ovest,Lombardia,CR
Olmeneta,Nord-ovest,Lombardia,CR
Ostiano,Nord-ovest,Lombardia,CR
Paderno Ponchielli,Nord-ovest,Lombardia,CR
Palazzo Pignano,Nord-ovest,Lombardia,CR
Pandino,Nord-ovest,Lombardia,CR
Persico Dosimo,Nord-ovest,Lombardia,CR
Pescarolo ed Uniti,Nord-ovest,Lombardia,CR
Pessina Cremonese,Nord-ovest,Lombardia,CR
Pianengo,Nord-ovest,Lombardia,CR
Pieranica,Nord-ovest,Lombardia,CR
Pieve d'Olmi,Nord-ovest,Lombardia,CR
Pieve San Giacomo,Nord-ovest,Lombardia,CR
Pizzighettone,Nord-ovest,Lombardia,CR
Pozzaglio ed Uniti,Nord-ovest,Lombardia,CR
Quintano,Nord-ovest,Lombardia,CR
Ricengo,Nord-ovest,Lombardia,CR
Ripalta Arpina,Nord-ovest,Lombardia,CR
Ripalta Cremasca,Nord-ovest,Lombardia,CR
Ripalta Guerina,Nord-ovest,Lombardia,CR
Rivarolo del Re ed Uniti,Nord-ovest,Lombardia,CR
Rivolta d'Adda,Nord-ovest,Lombardia,CR
Robecco d'Oglio,Nord-ovest,Lombardia,CR
Romanengo,Nord-ovest,Lombardia,CR
Salvirola,Nord-ovest,Lombardia,CR
San Bassano,Nord-ovest,Lombardia,CR
San Daniele Po,Nord-ovest,Lombardia,CR
San Giovanni in Croce,Nord-ovest,Lombardia,CR
San Martino del Lago,Nord-ovest,Lombardia,CR
Scandolara Ravara,Nord-ovest,Lombardia,CR
Scandolara Ripa d'Oglio,Nord-ovest,Lombardia,CR
Sergnano,Nord-ovest,Lombardia,CR
Sesto ed Uniti,Nord-ovest,Lombardia,CR
Solarolo Rainerio,Nord-ovest,Lombardia,CR
Soncino,Nord-ovest,Lombardia,CR
Soresina,Nord-ovest,Lombardia,CR
Sospiro,Nord-ovest,Lombardia,CR
Spinadesco,Nord-ovest,Lombardia,CR
Spineda,Nord-ovest,Lombardia,CR
Spino d'Adda,Nord-ovest,Lombardia,CR
Stagno Lombardo,Nord-ovest,Lombardia,CR
Ticengo,Nord-ovest,Lombardia,CR
Torlino Vimercati,Nord-ovest,Lombardia,CR
Tornata,Nord-ovest,Lombardia,CR
Torre de' Picenardi,Nord-ovest,Lombardia,CR
Torricella del Pizzo,Nord-ovest,Lombardia,CR
Trescore Cremasco,Nord-ovest,Lombardia,CR
Trigolo,Nord-ovest,Lombardia,CR
Vaiano Cremasco,Nord-ovest,Lombardia,CR
Vailate,Nord-ovest,Lombardia,CR
Vescovato,Nord-ovest,Lombardia,CR
Volongo,Nord-ovest,Lombardia,CR
Voltido,Nord-ovest,Lombardia,CR
Piadena Drizzona,Nord-ovest,Lombardia,CR
Acquanegra sul Chiese,Nord-ovest,Lombardia,MN
Asola,Nord-ovest,Lombardia,MN
Bagnolo San Vito,Nord-ovest,Lombardia,MN
Bozzolo,Nord-ovest,Lombardia,MN
Canneto sull'Oglio,Nord-ovest,Lombardia,MN
Casalmoro,Nord-ovest,Lombardia,MN
Casaloldo,Nord-ovest,Lombardia,MN
Casalromano,Nord-ovest,Lombardia,MN
Castelbelforte,Nord-ovest,Lombardia,MN
Castel d'Ario,Nord-ovest,Lombardia,MN
Castel Goffredo,Nord-ovest,Lombardia,MN
Castellucchio,Nord-ovest,Lombardia,MN
Castiglione delle Stiviere,Nord-ovest,Lombardia,MN
Cavriana,Nord-ovest,Lombardia,MN
Ceresara,Nord-ovest,Lombardia,MN
Commessaggio,Nord-ovest,Lombardia,MN
Curtatone,Nord-ovest,Lombardia,MN
Dosolo,Nord-ovest,Lombardia,MN
Gazoldo degli Ippoliti,Nord-ovest,Lombardia,MN
Gazzuolo,Nord-ovest,Lombardia,MN
Goito,Nord-ovest,Lombardia,MN
Gonzaga,Nord-ovest,Lombardia,MN
Guidizzolo,Nord-ovest,Lombardia,MN
Magnacavallo,Nord-ovest,Lombardia,MN
Mantova,Nord-ovest,Lombardia,MN
Marcaria,Nord-ovest,Lombardia,MN
Mariana Mantovana,Nord-ovest,Lombardia,MN
Marmirolo,Nord-ovest,Lombardia,MN
Medole,Nord-ovest,Lombardia,MN
Moglia,Nord-ovest,Lombardia,MN
Monzambano,Nord-ovest,Lombardia,MN
Motteggiana,Nord-ovest,Lombardia,MN
Ostiglia,Nord-ovest,Lombardia,MN
Pegognaga,Nord-ovest,Lombardia,MN
Piubega,Nord-ovest,Lombardia,MN
Poggio Rusco,Nord-ovest,Lombardia,MN
Pomponesco,Nord-ovest,Lombardia,MN
Ponti sul Mincio,Nord-ovest,Lombardia,MN
Porto Mantovano,Nord-ovest,Lombardia,MN
Quingentole,Nord-ovest,Lombardia,MN
Quistello,Nord-ovest,Lombardia,MN
Redondesco,Nord-ovest,Lombardia,MN
Rivarolo Mantovano,Nord-ovest,Lombardia,MN
Rodigo,Nord-ovest,Lombardia,MN
Roncoferraro,Nord-ovest,Lombardia,MN
Roverbella,Nord-ovest,Lombardia,MN
Sabbioneta,Nord-ovest,Lombardia,MN
San Benedetto Po,Nord-ovest,Lombardia,MN
San Giacomo delle Segnate,Nord-ovest,Lombardia,MN
San Giorgio Bigarello,Nord-ovest,Lombardia,MN
San Giovanni del Dosso,Nord-ovest,Lombardia,MN
San Martino dall'Argine,Nord-ovest,Lombardia,MN
Schivenoglia,Nord-ovest,Lombardia,MN
Sermide e Felonica,Nord-ovest,Lombardia,MN
Serravalle a Po,Nord-ovest,Lombardia,MN
Solferino,Nord-ovest,Lombardia,MN
Sustinente,Nord-ovest,Lombardia,MN
Suzzara,Nord-ovest,Lombardia,MN
Viadana,Nord-ovest,Lombardia,MN
Villimpenta,Nord-ovest,Lombardia,MN
Volta Mantovana,Nord-ovest,Lombardia,MN
Borgo Virgilio,Nord-ovest,Lombardia,MN
Borgo Mantovano,Nord-ovest,Lombardia,MN
Borgocarbonara,Nord-ovest,Lombardia,MN
Abbadia Lariana,Nord-ovest,Lombardia,LC
Airuno,Nord-ovest,Lombardia,LC
Annone di Brianza,Nord-ovest,Lombardia,LC
Ballabio,Nord-ovest,Lombardia,LC
Barzago,Nord-ovest,Lombardia,LC
Barzanò,Nord-ovest,Lombardia,LC
Barzio,Nord-ovest,Lombardia,LC
Bellano,Nord-ovest,Lombardia,LC
Bosisio Parini,Nord-ovest,Lombardia,LC
Brivio,Nord-ovest,Lombardia,LC
Bulciago,Nord-ovest,Lombardia,LC
Calco,Nord-ovest,Lombardia,LC
Calolziocorte,Nord-ovest,Lombardia,LC
Carenno,Nord-ovest,Lombardia,LC
Casargo,Nord-ovest,Lombardia,LC
Casatenovo,Nord-ovest,Lombardia,LC
Cassago Brianza,Nord-ovest,Lombardia,LC
Cassina Valsassina,Nord-ovest,Lombardia,LC
Castello di Brianza,Nord-ovest,Lombardia,LC
Cernusco Lombardone,Nord-ovest,Lombardia,LC
Cesana Brianza,Nord-ovest,Lombardia,LC
Civate,Nord-ovest,Lombardia,LC
Colico,Nord-ovest,Lombardia,LC
Colle Brianza,Nord-ovest,Lombardia,LC
Cortenova,Nord-ovest,Lombardia,LC
Costa Masnaga,Nord-ovest,Lombardia,LC
Crandola Valsassina,Nord-ovest,Lombardia,LC
Cremella,Nord-ovest,Lombardia,LC
Cremeno,Nord-ovest,Lombardia,LC
Dervio,Nord-ovest,Lombardia,LC
Dolzago,Nord-ovest,Lombardia,LC
Dorio,Nord-ovest,Lombardia,LC
Ello,Nord-ovest,Lombardia,LC
Erve,Nord-ovest,Lombardia,LC
Esino Lario,Nord-ovest,Lombardia,LC
Galbiate,Nord-ovest,Lombardia,LC
Garbagnate Monastero,Nord-ovest,Lombardia,LC
Garlate,Nord-ovest,Lombardia,LC
Imbersago,Nord-ovest,Lombardia,LC
Introbio,Nord-ovest,Lombardia,LC
Lecco,Nord-ovest,Lombardia,LC
Lierna,Nord-ovest,Lombardia,LC
Lomagna,Nord-ovest,Lombardia,LC
Malgrate,Nord-ovest,Lombardia,LC
Mandello del Lario,Nord-ovest,Lombardia,LC
Margno,Nord-ovest,Lombardia,LC
Merate,Nord-ovest,Lombardia,LC
Missaglia,Nord-ovest,Lombardia,LC
Moggio,Nord-ovest,Lombardia,LC
Molteno,Nord-ovest,Lombardia,LC
Monte Marenzo,Nord-ovest,Lombardia,LC
Montevecchia,Nord-ovest,Lombardia,LC
Monticello Brianza,Nord-ovest,Lombardia,LC
Morterone,Nord-ovest,Lombardia,LC
Nibionno,Nord-ovest,Lombardia,LC
Oggiono,Nord-ovest,Lombardia,LC
Olgiate Molgora,Nord-ovest,Lombardia,LC
Olginate,Nord-ovest,Lombardia,LC
Oliveto Lario,Nord-ovest,Lombardia,LC
Osnago,Nord-ovest,Lombardia,LC
Paderno d'Adda,Nord-ovest,Lombardia,LC
Pagnona,Nord-ovest,Lombardia,LC
Parlasco,Nord-ovest,Lombardia,LC
Pasturo,Nord-ovest,Lombardia,LC
Perledo,Nord-ovest,Lombardia,LC
Pescate,Nord-ovest,Lombardia,LC
Premana,Nord-ovest,Lombardia,LC
Primaluna,Nord-ovest,Lombardia,LC
Robbiate,Nord-ovest,Lombardia,LC
Rogeno,Nord-ovest,Lombardia,LC
Santa Maria Hoè,Nord-ovest,Lombardia,LC
Sirone,Nord-ovest,Lombardia,LC
Sirtori,Nord-ovest,Lombardia,LC
Sueglio,Nord-ovest,Lombardia,LC
Suello,Nord-ovest,Lombardia,LC
Taceno,Nord-ovest,Lombardia,LC
Valgreghentino,Nord-ovest,Lombardia,LC
Valmadrera,Nord-ovest,Lombardia,LC
Varenna,Nord-ovest,Lombardia,LC
Vercurago,Nord-ovest,Lombardia,LC
Viganò,Nord-ovest,Lombardia,LC
Verderio,Nord-ovest,Lombardia,LC
La Valletta Brianza,Nord-ovest,Lombardia,LC
Valvarrone,Nord-ovest,Lombardia,LC
Abbadia Cerreto,Nord-ovest,Lombardia,LO
Bertonico,Nord-ovest,Lombardia,LO
Boffalora d'Adda,Nord-ovest,Lombardia,LO
Borghetto Lodigiano,Nord-ovest,Lombardia,LO
Borgo San Giovanni,Nord-ovest,Lombardia,LO
Brembio,Nord-ovest,Lombardia,LO
Casaletto Lodigiano,Nord-ovest,Lombardia,LO
Casalmaiocco,Nord-ovest,Lombardia,LO
Casalpusterlengo,Nord-ovest,Lombardia,LO
Caselle Landi,Nord-ovest,Lombardia,LO
Caselle Lurani,Nord-ovest,Lombardia,LO
Castelnuovo Bocca d'Adda,Nord-ovest,Lombardia,LO
Castiglione d'Adda,Nord-ovest,Lombardia,LO
Castiraga Vidardo,Nord-ovest,Lombardia,LO
Cavenago d'Adda,Nord-ovest,Lombardia,LO
Cervignano d'Adda,Nord-ovest,Lombardia,LO
Codogno,Nord-ovest,Lombardia,LO
Comazzo,Nord-ovest,Lombardia,LO
Cornegliano Laudense,Nord-ovest,Lombardia,LO
Corno Giovine,Nord-ovest,Lombardia,LO
Cornovecchio,Nord-ovest,Lombardia,LO
Corte Palasio,Nord-ovest,Lombardia,LO
Crespiatica,Nord-ovest,Lombardia,LO
Fombio,Nord-ovest,Lombardia,LO
Galgagnano,Nord-ovest,Lombardia,LO
Graffignana,Nord-ovest,Lombardia,LO
Guardamiglio,Nord-ovest,Lombardia,LO
Livraga,Nord-ovest,Lombardia,LO
Lodi,Nord-ovest,Lombardia,LO
Lodi Vecchio,Nord-ovest,Lombardia,LO
Maccastorna,Nord-ovest,Lombardia,LO
Mairago,Nord-ovest,Lombardia,LO
Maleo,Nord-ovest,Lombardia,LO
Marudo,Nord-ovest,Lombardia,LO
Massalengo,Nord-ovest,Lombardia,LO
Meleti,Nord-ovest,Lombardia,LO
Merlino,Nord-ovest,Lombardia,LO
Montanaso Lombardo,Nord-ovest,Lombardia,LO
Mulazzano,Nord-ovest,Lombardia,LO
Orio Litta,Nord-ovest,Lombardia,LO
Ospedaletto Lodigiano,Nord-ovest,Lombardia,LO
Ossago Lodigiano,Nord-ovest,Lombardia,LO
Pieve Fissiraga,Nord-ovest,Lombardia,LO
Salerano sul Lambro,Nord-ovest,Lombardia,LO
San Fiorano,Nord-ovest,Lombardia,LO
San Martino in Strada,Nord-ovest,Lombardia,LO
San Rocco al Porto,Nord-ovest,Lombardia,LO
Sant'Angelo Lodigiano,Nord-ovest,Lombardia,LO
Santo Stefano Lodigiano,Nord-ovest,Lombardia,LO
Secugnago,Nord-ovest,Lombardia,LO
Senna Lodigiana,Nord-ovest,Lombardia,LO
Somaglia,Nord-ovest,Lombardia,LO
Sordio,Nord-ovest,Lombardia,LO
Tavazzano con Villavesco,Nord-ovest,Lombardia,LO
Terranova dei Passerini,Nord-ovest,Lombardia,LO
Turano Lodigiano,Nord-ovest,Lombardia,LO
Valera Fratta,Nord-ovest,Lombardia,LO
Villanova del Sillaro,Nord-ovest,Lombardia,LO
Zelo Buon Persico,Nord-ovest,Lombardia,LO
Castelgerundo,Nord-ovest,Lombardia,LO
Agrate Brianza,Nord-ovest,Lombardia,MB
Aicurzio,Nord-ovest,Lombardia,MB
Albiate,Nord-ovest,Lombardia,MB
Arcore,Nord-ovest,Lombardia,MB
Barlassina,Nord-ovest,Lombardia,MB
Bellusco,Nord-ovest,Lombardia,MB
Bernareggio,Nord-ovest,Lombardia,MB
Besana in Brianza,Nord-ovest,Lombardia,MB
Biassono,Nord-ovest,Lombardia,MB
Bovisio-Masciago,Nord-ovest,Lombardia,MB
Briosco,Nord-ovest,Lombardia,MB
Brugherio,Nord-ovest,Lombardia,MB
Burago di Molgora,Nord-ovest,Lombardia,MB
Camparada,Nord-ovest,Lombardia,MB
Carate Brianza,Nord-ovest,Lombardia,MB
Carnate,Nord-ovest,Lombardia,MB
Cavenago di Brianza,Nord-ovest,Lombardia,MB
Ceriano Laghetto,Nord-ovest,Lombardia,MB
Cesano Maderno,Nord-ovest,Lombardia,MB
Cogliate,Nord-ovest,Lombardia,MB
Concorezzo,Nord-ovest,Lombardia,MB
